Varenummer;Varegruppenavn;Varenavn;Pris;Beholdning;Vaegt;Modelbetegnelse;EAN nummer;Producentnavn;Leveringstid
994309162;;Fiskars Set Schneidgiraffe UPX82 + SmartFit Gartenschere P68;47.73;0;0;UPX82+P68;6411501150318;Fiskars Corporation;5
994796650;Hardware;DeLOCK Adapter Sub-D 9 pin male to RJ45 female Assembly Kit Seriel adapter Blå;2.44;0;0.02;66167;4043619661671;DeLOCK;4
994886682;Hardware;Delock Stainless Steel Cable Ties L 200 x W 7.9 mm blue 10 pieces;3.25;0;0.06;18797;4043619187973;DeLOCK;4
994889052;Hardware;Delock Stainless Steel Cable Ties L 500 x W 4.6 mm black 10 pieces;3.6;0;0.06;18812;4043619188123;DeLOCK;4
994882858;Hardware;DeLOCK Modular indlæg;3.63;0;0.01;86396;4043619863969;DeLOCK;4
993260629;;Grundig UC 6620 Ultrasonic Cleaner;27.98;0;0;UC 6620;4013833016892;Grundig International;3
994929628;Hardware;DeLOCK HDMI med Ethernet-kabel HDMI 1m Sort ;7.97;0;0.09;85215;4043619852154;DeLOCK;4
993869450;;Schleich Farm World Welpenstube | 42480;10.71;0;0.8;42480;4055744029868;Schleich;5
993534995;Hardware;Intenso Harddisk 500GB 2.5 USB 3.0 5400rpm ;32.58;0;0.3;6020530;4034303026555;Intenso;4
994857683;Hardware;DeLOCK 5G LTE ;29.8;0;0.48;12590;4043619125906;DeLOCK;4
994889050;Hardware;Delock Stainless Steel Cable Ties L 300 x W 4.6 mm black 10 pieces;2.9;0;0.04;18810;4043619188109;DeLOCK;4
993396911;Mobiler, Telefoni & Navigation;Pioneer SE-E3(L) blau;12.72;2;0;SE-E3(L);4573243091273;Pioneer;0
994889058;Hardware;Delock Stainless Steel Cable Ties L 300 x W 4.6 mm white 10 pieces;2.9;0;0.04;18818;4043619188185;DeLOCK;4
994033499;;Singer Tradition 2259 Sewing Machine;90.37;0;0;2259D;0374318823874;Singer;5
994923788;Hardware;DeLOCK Forlængerkabel til audio Sort 0.5m;5.88;0;0.03;85790;4043619857906;DeLOCK;4
993869711;;Klein Arztkoffer | 4383;11.04;0;0.52;4383;4009847043832;Theo Klein;5
994891231;Hardware;DeLOCK Outlet cover ;3.54;0;0.01;86504;4043619865048;DeLOCK;4
993875389;;PGYTECH Landing Pad M 55cm for Drones universal;10.24;0;0.26;P-GM-101;6970801332577;PGYTECH;5
994889049;Hardware;Delock Stainless Steel Cable Ties L 200 x W 4.6 mm black 10 pieces;2.54;0;0.03;18809;4043619188093;DeLOCK;4
993848288;;Kärcher Battery Power 18/50;95.63;0;0.98;2.445-035.0;4054278511757;K;5
993734408;Mobiler, Telefoni & Navigation;JVC KD-T402;49.09;0;0;KDT402;4975769455100;JVC;5
993520125;Hardware;Gigabyte MZ31-AR0 Udvidet ATX  SP3;468.95;0;0;GAZ31AR0MR-00-G11B;4719331801953;Gigabyte Technology;5
994857686;Hardware;Delock Cable Ties with label tap L 250 x W 2.7 mm 10 pieces assorted colors;4.2;0;0.04;18827;4043619188277;DeLOCK;4
994889056;Hardware;Delock Stainless Steel Cable Ties L 500 x W 7.9 mm black 10 pieces;4.91;0;0.1;18816;4043619188161;DeLOCK;4
993545644;Mobiler, Telefoni & Navigation;Pioneer MVH S310BT Full-DIN;60.12;3;0;10255884;4988028405525;Pioneer;0
994857689;Hardware;Delock Silicone Cable Ties reusable 10 pieces yellow;5.16;0;0.02;18830;4043619188307;DeLOCK;4
994886683;Hardware;Delock Stainless Steel Cable Ties L 300 x W 7.9 mm blue 10 pieces;3.75;0;0.07;18798;4043619187980;DeLOCK;4
994850553;Hardware;Delock Terminal block for PCB soldering version 2 pin 5.00 mm pitch vertical 10 pieces;2.39;0;0.02;65982;4043619659821;DeLOCK;4
994886671;Hardware;Delock Stainless Steel Cable Ties L 300 x W 4.6 mm yellow 10 pieces;2.9;0;0.04;18786;4043619187867;DeLOCK;4
994846534;Hardware;DeLOCK Audiokabel Sort 1.4m ;2.33;0;0.04;85808;4043619858088;DeLOCK;4
993875888;;Paw Patrol - Mission Cruiser (6035961);40.45;0;0;6035961;0778988592557;Spin Master;5
989907993;;Nikon Floating Strap till AW - (Lokalt lager - levering 24 timer);6.75;0;0;ALM23060;0018208997169;Nikon;5
994811360;Hardware;DeLock Netværksadapter PCIe 1.1 x1;8.88;0;0.1;90381;4043619903818;DeLOCK;4
994923791;Hardware;DeLOCK Forlængerkabel til audio Sort 3m;8.35;0;0.11;85793;4043619857937;DeLOCK;4
992731851;Hjem & Hobby;Oral-B Tandbørste Disney Star Wars;17.83;0;0;160922;4210201160922;Braun;5
993520093;;VTech Kidizoom Smart Watch DX2 schwarz;38.7;0;0;80-193864;3417761938645;VTech Holdings;5
993869467;;Schleich Horse Club 42368, 3 Ãr, Flerfarvet, Dyr, 173 mm, 108 mm, 190 mm;12.97;0;0.56;42368;4055744011672;Schleich;5
993759177;Hardware;Huawei Watch GT Sport 46.5 mm Sort Smart ur;128.41;2;0.046;WATCH GT BLACK;6901443262151;Huawei Technologies;0
994850570;Hardware;Delock Terminal block for PCB soldering version 3 pin 6.35 mm pitch vertical 10 pieces;3.95;0;0.08;66020;4043619660209;DeLOCK;4
993966891;Hardware;PRO-mounts Flat & Curved Mounts for GoPro;7.74;0;0;PM2013GP10;5060160818308;PRO-mounts;5
994921207;Hardware;DeLOCK Cable holder kit ;2.59;0;0.03;18295;4043619182954;DeLOCK;4
993785111;;Sage Espresso machine The Oracle;1283.12;0;19.34;SES980BSS4EEU1;9312432029803;Sage;5
994886680;Hardware;Delock Stainless Steel Cable Ties L 400 x W 4.6 mm blue 10 pieces;3.25;0;0.05;18795;4043619187959;DeLOCK;4
994792522;Hardware;DeLock ;66.22;0;0.5;63978;4043619639786;DeLOCK;4
994889053;Hardware;Delock Stainless Steel Cable Ties L 200 x W 7.9 mm black 10 pieces;3.25;0;0;18813;4043619188130;DeLOCK;4
993785119;;Sage The Tea Maker;151.79;0;0;STM800BSS4EEU1;9312432029964;Sage;5
994767556;Hardware;DeLock 3 Port USB 3.1 Gen 1 Hub USB Type-C Connection and SD  Micro SD Slot ;17.58;0;0.07;64042;4043619640423;DeLOCK;4
993900407;Mobiler, Telefoni & Navigation;Metabo PowerMaxx RC;41.82;0;0;602113000;4007430209139;Metabo;5
994930939;Hardware;DeLOCK USB-kabel 15cm Sort;3.01;4;0.01;85351;4043619853519;DeLOCK;0
994850567;Hardware;Delock Terminal block for PCB soldering version 2 pin 5.00 mm pitch vertical 10 pieces;2.8;0;0.03;66017;4043619660179;DeLOCK;4
993504015;;Duracell USB-Ladegerät für Canon NB-11L;10.86;0;0;DRC5910;5055190185902;;5
994897065;Hardware;DeLOCK USB-adapter Sort ;17.47;0;0.08;87738;4043619877386;DeLOCK;4
994854740;Hardware;Delock Adapter N Jack > RP 3.5 Jack;4.84;0;0;89904;4043619899043;DeLOCK;4
993869501;;Schleich Horse Club Hannahs Gastpferde | 42458;22.51;0;0.25;42458;4055744014598;Schleich;5
994854342;Hardware;DeLOCK LPWAN Antenna MHF I plug 1 - 2 dBi RG-178 1 m PCB internal self adhesive ;6.87;0;0.02;12619;4043619126194;DeLOCK;4
994767559;Hardware;DeLock 3 Port USB 3.1 Gen 1 Hub USB Type-C Connection and SD  Micro SD Slot ;18.68;0;0.08;64045;4043619640454;DeLOCK;4
994886663;Hardware;Delock Stainless Steel Cable Ties L 300 x W 4.6 mm red 10 pieces;2.9;0;0.04;18778;4043619187782;DeLOCK;4
994854340;Hardware;DeLOCK WLAN 802.11 ac/ax/a/h/b/g/n Antenna MHF I plug 2.7 - 3.0 dBi 1.13 15 cm FPC internal self adhesive ;5.56;0;0;12611;4043619126118;DeLOCK;4
994728775;;Fujifilm instax mini Film Confetti;7.64;0;0;16620917;4547410400830;Fujifilm;5
994033202;;Walther Galeria 3x10x15 white KW315S;8.77;0;0;KW315S;4004122220472;Karl Walther Alben und Rahmen GmbH & Co KG;5
994850561;Hardware;Delock Terminal block for PCB soldering version 2 pin 5.00 mm pitch vertical 10 pieces;3;0;0;66011;4043619660117;DeLOCK;4
994891528;Hardware;DeLOCK ;3.25;0;0.19;85805;4043619858057;DeLOCK;4
994923794;Hardware;DeLOCK Forlængerkabel til audio Sort 1m;7.07;0;0.05;85796;4043619857968;DeLOCK;4
994886674;Hardware;Delock Stainless Steel Cable Ties L 200 x W 7.9 mm yellow 10 pieces;3.25;0;0.05;18789;4043619187898;DeLOCK;4
993898381;;ZEP Montreaux Gallery 8x10x15 Wooden Frame TY087;14.74;0;0;TY087;8020912040699;Zep;5
994891529;Hardware;DeLOCK Lagringskontrol ;34.83;0;0.13;90382;4043619903825;DeLOCK;4
994886677;Hardware;Delock Stainless Steel Cable Ties L 500 x W 7.9 mm yellow 10 pieces;4.91;0;0.1;18792;4043619187928;DeLOCK;4
994923786;Hardware;DeLOCK ;4.41;0;0.01;65995;4043619659951;DeLOCK;4
994889061;Hardware;Delock Stainless Steel Cable Ties L 200 x W 7.9 mm white 10 pieces;3.25;0;0.05;18821;4043619188215;DeLOCK;4
994906797;Hardware;DeLOCK for RJ45 Støvdække;2.29;0;0.02;86510;4043619865109;DeLOCK;4
994886662;Hardware;Delock Stainless Steel Cable Ties L 200 x W 4.6 mm red 10 pieces;2.54;0;0.03;18777;4043619187775;DeLOCK;4
994889064;Hardware;Delock Stainless Steel Cable Ties L 500 x W 7.9 mm white 10 pieces;4.91;0;0.1;18824;4043619188246;DeLOCK;4
991661429;Hardware;RaidSonic ICY BOX IB-117-U31 HDD dockingstation ;41.38;0;0.348;20814;4250078162513;RaidSonic Technology;5
994891532;Hardware;DeLOCK Styreenhed til lagring (RAID);28.85;0;0.13;90393;4043619903931;DeLOCK;4
994883213;Hardware;DeLOCK Mini for Macbook 5K Dockingstation ;25.21;0;0.06;87739;4043619877393;DeLOCK;4
994033056;;Polaroid Color Film for 600;14.59;11;0;004670;9120066087737;Polaroid Originals;0
993937035;Hardware;DeLock Converter 1 x Serial RS-232 DB9 female to 1 x Serial LVTTL / LVCMOS 3.3 V DB9 male ESD protection 3 kV and extended temperature range Seriel adapter Seriel ;9.78;0;0;87734;4043619877348;DeLOCK;4
993776300;Hardware;DJI Expansion Kit Actionkamera-tilbehørssæt;76.47;0;0.06;CP.OS.00000017.01;6958265183454;DJI Interprises;5
993942783;;LEGO S.C.  Dodge Challenger & Charger RT | 75893;27.74;0;0.52;75893;5702016370973;LEGO;9
993203495;Hardware;Vtech Kidizoom Duo 5.0 inkl. Tasche pk | 80-507194;57.16;0;0.66;80-507194;3417765071942;VTech Holdings;5
994819687;Hardware;DeLOCK Universal Coax Crimping Tool for 6 different diameters Krimpudstyr ;25.42;0;0.56;90295;4043619902958;DeLOCK;4
994885821;Hardware;JBL Clip 3 Hvid Højttaler;39.99;0;0.22;JBLClip3white;6925281933073;JBL;5
994850564;Hardware;Delock Terminal block for PCB soldering version 3 pin 5.08 mm pitch vertical 10 pieces;3.7;0;0.06;66014;4043619660148;DeLOCK;4
993214175;;LEGO Speed Champions 75888 Posche 911 RSR + 911 Turbo 3.0;25.43;0;0.52;75888;5702016110289;LEGO;5
994708020;Hardware;SSD M.2 128GB ADATA SX6000NP Lite NVMe;21.79;0;0.02;ASX6000LNP-128GT-C;4710273770864;ADATA Technology;5
993958438;;Gigabyte GV-N2070IXEB-8GC Nvidia RTX2070 AORUS Gaming Box [Thunderbolt 3/ USB Type-C, USB3.0, RGB];640.26;0;0;GV-N2070IXEB-8GC;4719331304423;Gigabyte Technology;3
994889047;Hardware;Delock Stainless Steel Cable Ties L 400 x W 7.9 mm green 10 pieces;4.35;0;0.09;18807;4043619188079;DeLOCK;4
992939486;Hjem & Hobby;Panasonic SC-GA10EG-K Sprachgesteuerter Lautsprecher mit Google schwarz;82.15;0;2.4;SC-GA10EG-K;5025232874057;Panasonic;5
993233317;Mobiler, Telefoni & Navigation;Aputure Amaran AL-M9 Mini LED;41.5;0;0.14;AL-M9;6947214408427;Aputure;5
992717074;Hjem & Hobby;Panasonic NN SD 27 HSGTG;100.93;0;0;NN-SD27HSGTG;5025232869862;Panasonic;5
993763392;Hardware;Intenso Powerbank PD10000 Sort ;18.05;0;0.36;7332330;4034303026814;Intenso;5
994884039;Mobiler, Telefoni & Navigation;Fujifilm instax Square Film Illumni;9.16;0;0;16633495;4547410414561;Fujifilm;5
994886681;Hardware;Delock Stainless Steel Cable Ties L 500 x W 4.6 mm blue 10 pieces;3.6;0;0.06;18796;4043619187966;DeLOCK;4
994812452;Hardware;DeLOCK ;35.32;0;0;89486;4043619894864;DeLOCK;4
993240210;Hardware;LG PK5 Sort Højttaler;65.48;1;0;PK5.DEUSLLK;8806098168040;LG Electronics;0
994889046;Hardware;Delock Stainless Steel Cable Ties L 300 x W 7.9 mm green 10 pieces;3.75;0;0.07;18806;4043619188062;DeLOCK;4
994857685;Hardware;Delock Cable Ties with label tap L 205 x W 2.8 mm 10 pieces assorted colors;4.81;0;0.04;18826;4043619188260;DeLOCK;4
994886670;Hardware;Delock Stainless Steel Cable Ties L 200 x W 4.6 mm yellow 10 pieces;2.54;0;0.03;18785;4043619187850;DeLOCK;4
994762305;Hardware;HP Color LaserJet Pro MFP M479fdw Laser ;366.61;1;23.4;W1A80A;0192018996892;Hewlett-Packard;0
994850563;Hardware;Delock Terminal block for PCB soldering version 2 pin 5.08 mm pitch vertical 10 pieces;3;0;0.04;66013;4043619660131;DeLOCK;4
994856606;Hardware;Nokia 2.2 5.71 16GB 4G Grå;100.02;0;0.15;HQ5020DG49000;6438409033055;Nokia;3
994850572;Hardware;Delock Terminal block for PCB soldering version 3 pin 9.50 mm pitch vertical 10 pieces;4.05;0;0.09;66022;4043619660223;DeLOCK;4
993373645;Hjem & Hobby;Oral-B Tandbørste 600 CrossAction;26.32;0;0.1;096269;4210201096269;Braun;5
994923789;Hardware;DeLOCK Forlængerkabel til audio Sort 1m;6.21;0;0.04;85791;4043619857913;DeLOCK;4
993898513;Hjem & Hobby;WOFI LED Table Lamp TUBAC 7W integrated 520lm;33.7;0;1.35;846901100000;4003474305431;WOFI LEUCHTEN;5
993869432;;Schleich Farm Word Kaninchenstall | 42420;14.42;0;0.38;42420;4055744020612;Schleich;9
994796649;Hardware;DeLOCK Adapter Sub-D 9 pin male to RJ45 female Assembly Kit Seriel adapter Sort ;5.56;0;0.02;66166;4043619661664;DeLOCK;4
994820124;Hardware;DeLOCK Forlængerkabel til audio Sort 5m;3.05;0;0.12;85807;4043619858071;DeLOCK;4
994921209;Hardware;DeLOCK Cable holder kit ;3.2;0;0.05;18297;4043619182978;DeLOCK;4
993287708;;BIG PlayBIG Bloxx Peppa Pig Peppa Play House;22.48;0;1.3;800057076;4004943570763;BIG;5
994923797;Hardware;DeLOCK Forlængerkabel til audio Sort 5m;10.67;0;0.18;85799;4043619857999;DeLOCK;4
994854343;Hardware;DeLOCK LPWAN Antenna SMA plug 1 - 2 dBi RG-178 1 m PCB internal self adhesive ;7.77;0;0.02;12620;4043619126200;DeLOCK;4
993534993;Hardware;Intenso High Speed Line 64GB ;13.05;0;0.02;3537490;4034303026845;Intenso;5
994850556;Hardware;Delock Terminal block for PCB soldering version 3 pin 5.00 mm pitch vertical 10 pieces;3.25;0;0.03;65999;4043619659999;DeLOCK;4
993995553;Hardware;Ultimate Ears BOOM 3 Blå Højttaler;79.67;0;0.608;984-001362;5099206080300;Ultimate Ears;3
993255918;;Vtech Switch & Go Dinos - Triceratops | 80-195104;16.45;0;0.6;80-195104;3417761951040;VTech Holdings;5
993696051;Hardware;ASUS BE24DQLB 23.8 1920 x 1080 DVI VGA (HD-15) HDMI DisplayPort 76Hz Pivot Skærm;179.81;0;6.7;90LM03W1-B01370;4712900933482;ASUSTeK COMPUTER;4
993842576;Mobiler, Telefoni & Navigation;ASUS TUF Gaming H5 Lite Kabling Gul Sort Headset;58.58;0;0.73;90YH0125-B1UA00;0192876116012;ASUSTeK COMPUTER;4
994670803;Hardware;PowerWalker VI 3000 CW UPS;271.33;0;20.3;10121105;4260074981629;BlueWalker;4
993776455;Hardware;Ballistix DDR4  32GB kit 3000MHz CL16     ;183.04;0;0.12;BLT4K8G4D30BET4K;0649528785398;Crucial;5
993849782;Hardware;CORSAIR Sort 61cm ;75.17;0;1.67;CP-8920222;0843591079570;Corsair;5
993853366;Hardware;Ballistix DDR4  16GB kit 3000MHz CL15;61.46;2;0.08;BLS2K8G4D30AESEK;0649528788825;Crucial;0
993776466;Hardware;Ballistix DDR4  8GB kit 3200MHz CL16     ;70.7;1;0.12;BLE2K4G4D32AEEA;0649528779007;Crucial;0
993549709;Hardware;Fractal Design Type A Harddiskopgraderingssæt;9.81;0;0.108;FD-ACC-SSD-A-BK-2P;7340172701736;Fractal Design;5
993297584;Hjem & Hobby;Dometic CoolFun Køleskab 38liter Klasse A++ Fritstående Sort;267.66;0;20.5;9600000482;4015704254990;Dometic;5
993791741;Hardware;Elgato Chat Link Cable;11.86;0;0;2GC309904002;4260195391154;Elgato Systems;5
994631500;Mobiler, Telefoni & Navigation;Fitbit Inspire Gesundheits- und Fitness Tracker sangria;47.91;0;0.02;FB412BYBY;0811138033217;Fitbit;2
993756840;Hardware;Fractal Design Color Mesh Panel Systemkabinetpanel;12.05;0;0.258;FD-ACC-MESH-C-FFILT-WT;7340172701682;Fractal Design;5
993549710;Hardware;Fractal Design Type A Harddiskopgraderingssæt;9.81;0;0.108;FD-ACC-SSD-A-WT-2P;7340172701729;Fractal Design;5
993159104;Hardware;EVGA SuperNOVA 750 G1 750Watt;85.96;1;3.18;120-GP-0750-X2;4250812420596;EVGA Corporation;0
992042976;Hjem & Hobby;DeWALT DWV901L-QS ;286.8;0;13.95;DWV901L-QS;5035048467404;DeWALT;5
992912127;Hardware;Epson ELPKS69 Soft Sort;13.6;0;0.45;V12H001K69;8715946639796;Epson;5
993452426;Hardware;HP ENVY Bæretaske  14 Beige Grå;52.94;0;0;3KJ74AA#ABB;0192018781009;Hewlett-Packard;2
994925148;Hardware;Gigabyte GeForce RTX 2080 SUPER TURBO 8G 8GB GDDR6  ;629.58;0;1.9;GV-N208STURBO-8GC;0889523018828;Gigabyte Technology;5
991748691;Hardware;Griffin Survivor Beskyttelsescover Sølv;35.67;0;0.425;GB42703;0685387434985;Griffin Technology;5
993690723;Hardware;EVGA GeForce RTX 2070 FTW3 ULTRA GAMING 8GB GDDR6;450.78;0;1.97;08G-P4-2277-KR;4250812429810;EVGA Corporation;4
993781065;Hardware;Gigabyte AORUS NVLINK BRIDGE (4-slot) SLI -bro til videokort;49.58;0;0;GC-A2WAYNVLINKL RGB;4719331303662;Gigabyte Technology;5
994246795;Mobiler, Telefoni & Navigation;GIGASET REPEATER HX (BLACK);98;0;0.154;S30853-H603-R101;4250366851679;Gigaset Communications;4
993549707;Hardware;Fractal Design Type A Harddiskopgraderingssæt;6.84;0;0.443;FD-ACC-HDD-A-BK-2P;7340172701712;Fractal Design;7
993247670;Hardware;HP Value Briefcase;32.4;0;0.54;2GJ35AA#ABB;0191628329748;Hewlett-Packard;4
992991933;Hardware;SPEEDLINK Ceptica Trådløs Sort Rød;6.28;0;0.08;SL-630013-BKRD;4027301589788;J;5
993064033;Hardware;SPEEDLINK KAPPA Mouse Optisk Kabling Rød;4.86;0;0.078;SL-610011-RD;4027301201338;J;5
993149750;Hardware;SPEEDLINK BEENIE Trådløs Sort;11.58;0;0.043;SL-630012-BK;4027301874501;J;5
993962962;Hardware;SPEEDLINK RETICOS Optisk Kabling Sort;35.64;0;0.1;SL-680011-BK;4027301894509;J;5
993962963;Hardware;SPEEDLINK Vades GAMING Optisk Kabling Sort;13.63;0;0.115;SL-680014-BKBK;4027301113686;J;5
993502014;Hardware;SPEEDLINK ORIOS RGB Gaming Kabling Sort;44.66;0;0.095;SL-680010-BK;4027301229646;J;5
993502013;Hardware;SPEEDLINK ORIOS RGB Gaming;35.64;0;0.758;SL-620100-BK;4027301612202;J;5
993149751;Hardware;SPEEDLINK BEENIE Trådløs Sort Rød;11.58;0;0.043;SL-630012-RD;4027301448665;J;5
993303766;Hardware;SPEEDLINK CIUS Optisk Trådløs Rød;13.26;0;0.06;SL-630014-RD;4027301611571;J;5
993997515;Hardware;Intel CPU Pentium Gold G5420 3.8GHz Dual-Core LGA1151  ;57.75;0;0.27;BX80684G5420;5032037155175;Intel;5
993149745;Hardware;SPEEDLINK BEENIE Kabling Sort Rød;7.12;0;0.042;SL-610012-RD;4027301938821;J;5
993064036;Hardware;SPEEDLINK KAPPA Mouse Optisk Trådløs Rød;9.07;0;0.082;SL-630011-RD;4027301181067;J;5
993962964;Hardware;SPEEDLINK Vades GAMING Optisk Kabling Sort Rød;17.86;0;0.115;SL-680014-BKRD;4027301646474;J;5
993992380;Hardware;Incipio Octane Pure Beskyttelsescover Transparent;36.75;0;0;MRSF-126-CLR;0191058077516;Incipio Technologies;5
993726160;Hardware;SPEEDLINK APTICO Sort;38.37;0;0.2;SL-630001-BK-01;4027301503388;J;5
993064034;Hardware;SPEEDLINK KAPPA Mouse Optisk Trådløs Blå;9.07;0;0.082;SL-630011-BE;4027301413915;J;5
993758824;Hardware;SPEEDLINK Vellu Gel SL-620802-BK;6.88;0;0.1;SL-620802-BK;4027301915952;J;5
993149744;Hardware;SPEEDLINK BEENIE Kabling Sort;7.12;0;0.042;SL-610012-BK;4027301208412;J;5
993733908;Hardware;SPEEDLINK SICANOS RGB Gaming Optisk Kabling Sort;44.66;0;0.1;SL-680013-BK;4027301636024;J;5
993303764;Hardware;SPEEDLINK CIUS Optisk Trådløs Blå;13.26;0;0.06;SL-630014-BE;4027301838374;J;5
993303765;Hardware;SPEEDLINK CIUS Optisk Trådløs Grå;13.26;0;0.06;SL-630014-GY;4027301152333;J;5
993065109;Hardware;SPEEDLINK CALADO Silent + Antibacterial SL-630009-RRBK Trådløs;22.28;0;0;SL-630009-RRBK;4027301891386;J;5
993251261;Hardware;be quiet! Dark Rock 4 Processor-køler;53.43;2;0.92;BK021;4260052186251;Listan;0
994070399;Hardware;Lenovo ThinkVision T24i-19 23.8 1920 x 1080 VGA (HD-15) HDMI DisplayPort 60Hz Pivot Skærm;152.18;0;5.15;61D6MAT2EU;0193268214705;Lenovo;5
994894250;Hardware;Palit GeForce RTX 2070 SUPER JS 8GB GDDR6;493.53;0;1.84;NE6207SS19P2-1040J;4710562240993;Palit Microsystems;7
993562751;Hardware;be quiet! Dark Rock PRO TR4 Processor-køler;65.88;0;1.18;BK023;4260052186985;Listan;7
992494659;Hardware;LiteOn eBAU108 DVD±RW (±R DL) drev;19.95;8;0.22;EBAU108-21;4718390039000;LiteOn;0
994896902;Hardware;Palit GeForce RTX 2080 Super GameRock 8GB GDDR6;674.68;0;1.86;NE6208SH20P2-1040G;4710562240931;Palit Microsystems;7
994894249;Hardware;Palit GeForce RTX 2060 SUPER JS 8GB GDDR6;395.87;0;1.81;NE6206ST19P2-1061J;4710562241051;Palit Microsystems;7
994925149;Hardware;PNY XLR8 GeForce RTX 2080 Super 8GB GDDR6  ;676.86;0;1.1;VCG20808STFMPB-O;0751492630403;PNY Technologies;7
994801731;Hardware;NETGEAR Nighthawk Pro Gaming XRM570 6-ports switch;332.02;0;2.89;XRM570-100EUS;0606449143829;NETGEAR;4
993706211;Hardware;Samsung LED Indoor IF015BAS Cabinet- 1-5mm pitch- 320x360 pixels 600 nits- 1920-3840Hz refre;3520.93;0;0;LH015IFHSAE/EN;8801643579203;Samsung;5
994915639;Hardware;Gigabyte AORUS CV27F 27 1920 x 1080 HDMI DisplayPort 165Hz;317.89;0;7;AORUS CV27F;4719331805821;Gigabyte Technology;5
993854883;Hardware;Intel SSD Solid-State Drive D3-S4510 Series 960GB M.2 SATA-600 ;196.68;0;0;SSDSCKKB960G801;0735858380409;Intel;3
994896937;Hardware;Kingston ValueRAM DDR4  4GB 3200MHz CL22;18.7;0;0.1;KVR32N22S6/4;0740617296075;Kingston Technology;5
989880907;Hardware;MediaRange Knapcellebatterier CR2450;4.24;0;0.04;MRBAT138;4260283116072;MediaRange;4
994896482;Hardware;Palit GeForce RTX 2070 SUPER GR 8GB GDDR6;497.44;0;1.87;NE6207S020P2-1040G;4710562240986;Palit Microsystems;6
994896903;Hardware;Palit GeForce RTX 2080 Super GameRock 8GB GDDR6;672.24;0;1.86;NE6208S020P2-1040G;4710562240948;Palit Microsystems;7
994138846;Hardware;MSI MAG VAMPIRIC 010 Miditower ATX Ingen strømforsyning Sort;48.87;0;4.1;306-7G08M11-809;4719072611255;MSI;7
994859629;Hardware;Samsung C27RG50FQU 27 1920 x 1080 HDMI DisplayPort 240Hz ;290.57;0;4.6;LC27RG50FQUXEN;8801643931421;Samsung;5
994818589;Hardware;Targus Thunderbolt 3 / USB 2.0 / USB 3.0 USB-C adapter 18.4cm Sort ;13.57;0;0;ACC1104GLX;5051794023541;Targus;5
992784473;Hardware;Thermaltake Pacific Flow Indicator Two Vandflowindikator til væskekølesystem;17.7;0;0.07;CL-W152-PL00BL-A;0841163066515;Thermaltake Technology;5
992915563;Hjem & Hobby;Makita Hæktrimmer Elektrisk UH5261;64.68;0;3;UH5261;0088381615907;Makita;5
993206756;Hardware;Yealink W52P Ledningsfri VoIP telefon;70.83;0;0.8;W52P;6938818300682;Yealink Network Technology;3
994806096;Hardware;PNY XLR8 GeForce RTX 2080 Gaming OC 8GB GDDR6;728.04;0;1.48;VCG20808TFMPB-O;0751492627151;PNY Technologies;5
992915528;Hjem & Hobby;Makita - Græstrimmerspole;6.3;0;0.11;DA00000001;0088381374026;Makita;-1
993940989;Hardware;Thermaltake Pacific RGB Plus TT Premium Edition Rørsæt til væskekølesystem;79.76;0;0.72;CL-W185-CU00BL-A;4711246870642;Thermaltake Technology;5
994897030;Hardware;Targus Pro-Tek Beskyttelsescover Sort ;37.95;0;0.35;THZ795GL;5051794028492;Targus;5
994385458;Hardware;Louqe Ghost S1 - TopHat Medium - Pangaea;39.31;0;0;LQ-GHS102-TH-2PA;7350103171095;Louqe;5
992915194;Hjem & Hobby;Makita Stiksav 4351FCTJ;134.96;0;4.5;4351FCTJ;0088381639224;Makita;5
994884492;Hardware;Xiaomi MI 9T 6.39 128GB 4G Rød;309.43;0;0.191;MZB7864EU;6941059624950;Xiaomi;5
992915559;Hjem & Hobby;Makita Hæktrimmer Elektrisk UH6580;126.56;0;4.2;UH6580;0088381095785;Makita;8
992915823;Hjem & Hobby;Maki Akku-Lampe DML802 | DEADML802;37.04;0;0.93;DEADML802;0088381675758;Makita;5
